City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
632,Bubaque,GW,77.92,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
635,Junction City,US,77.4,broken clouds,39.0286,-96.8314,Comfort Inn & Suites Junction City - near Fort Riley
636,Guider,CM,72.59,light rain,9.9342,13.9486,"AUBERGE LA GRACE , GÉRANT : OUDAWAREME BALTHAZAR"
639,Kiunga,PG,74.32,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
642,Mangrol,IN,81.81,light rain,21.1167,70.1167,Hotel The Royal Honours
644,Pringsewu,ID,71.82,overcast clouds,-5.3582,104.9744,Urban Style by Front One
645,Mayo,US,85.46,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
647,Portobelo,PA,76.75,overcast clouds,9.55,-79.65,Scuba Portobelo
649,Jiangyou,CN,76.44,clear sky,31.7667,104.7167,Shangping Shuyuan Inn
653,Rock Sound,BS,82.8,overcast clouds,24.9,-76.2,Pink Corral Bay Property
654,Male,MV,80.55,scattered clouds,4.1748,73.5089,Hotel Octave Maldives
655,Kaura Namoda,NG,79.38,broken clouds,12.5898,6.5779,Moonlight Hotel
656,Berdigestyakh,RU,73.71,broken clouds,62.0989,126.6992, 
657,Tommot,RU,75.29,scattered clouds,58.9564,126.2925,Gostinitsa Tommot
658,Abu Kamal,SY,86.74,clear sky,34.4506,40.9171,البوكمال
661,Port-Gentil,GA,74.19,overcast clouds,-0.7193,8.7815,Fengshui Residence
663,Amambai,BR,73.49,clear sky,-23.1042,-55.2258,Keren Hotel
664,Kodinar,IN,80.91,light rain,20.7903,70.7031,residency of N.B vadhel
666,Pemangkat,ID,77.59,overcast clouds,1.1667,108.9667,Ramah Kost KITA
667,Belmonte,BR,71.44,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
669,Pitimbu,BR,75.79,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
670,Amol,IR,72.39,scattered clouds,36.4696,52.3507,Shahr Hotel
672,Manggar,ID,80.62,overcast clouds,-2.8833,108.2667,Guest Hotel
674,Haapiti,PF,83.93,moderate rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
679,Kendari,ID,73.85,scattered clouds,-3.945,122.4989,Hotel Wixel
680,Pereira Barreto,BR,75.79,clear sky,-20.6383,-51.1092,Hotel Pousada Pantal
684,Hit,IQ,88.68,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
685,Mangai,CD,76.14,broken clouds,-4.05,19.5333, 
686,Chhindwara,IN,71.49,light rain,22.0667,78.9333,STARiHOTELS Chhindwara
687,Luebo,CD,78.94,broken clouds,-5.35,21.4167, 
